entity,timestamp,value
sensor_C,78,-0.785599
sensor_D,78,47.381028
sensor_E,78,201.237447
sensor_A,79,93.200902
sensor_B,79,17.833327
sensor_C,79,-0.154685
sensor_D,79,56.816103
sensor_E,79,199.465639
sensor_A,80,99.244385
sensor_B,80,15.152533
sensor_C,80,-0.311895
sensor_D,80,46.044781
sensor_E,80,210.941518
sensor_A,81,100.091983
sensor_B,81,20.363891
sensor_C,81,1.556200
sensor_D,81,43.039147
sensor_E,81,179.036654
sensor_A,82,93.832452
sensor_B,82,16.047971
sensor_C,82,-1.311354
sensor_D,82,36.002861
sensor_E,82,204.321900
sensor_A,83,103.702799
sensor_B,83,19.752400
sensor_C,83,0.500259
sensor_D,83,58.820896
sensor_E,83,195.847524
sensor_A,84,105.152362
sensor_B,84,20.527240
sensor_C,84,2.147024
sensor_D,84,61.102290
sensor_E,84,237.520587
sensor_A,85,94.006714
sensor_B,85,23.253784
sensor_C,85,0.420240
sensor_D,85,54.375245
sensor_E,85,196.815170
sensor_A,86,97.815755
sensor_B,86,20.045463
sensor_C,86,-0.949947
sensor_D,86,36.148905
sensor_E,86,194.268437
sensor_A,87,111.704044
sensor_B,87,18.331428
sensor_C,87,0.243372
sensor_D,87,42.072874
sensor_E,87,206.809435
sensor_A,88,95.020694
sensor_B,88,19.453867
sensor_C,88,0.056717
sensor_D,88,38.798221
sensor_E,88,178.167642
sensor_A,89,96.512199
sensor_B,89,23.888330
sensor_C,89,1.858754
sensor_D,89,55.510256
sensor_E,89,210.612856
sensor_A,90,111.034647
sensor_B,90,19.785097
sensor_C,90,0.579702
sensor_D,90,41.826865
sensor_E,90,197.217364
sensor_A,91,109.384623
sensor_B,91,18.133776
sensor_C,91,-0.311408
sensor_D,91,61.603365
sensor_E,91,186.263636
sensor_A,92,89.960806
sensor_B,92,22.376826
sensor_C,92,-0.172535
sensor_D,92,56.594348
sensor_E,92,194.339837
sensor_A,93,100.184475
sensor_B,93,17.627654
sensor_C,93,-0.401273
sensor_D,93,54.651359
sensor_E,93,214.329301
sensor_A,94,100.238727
sensor_B,94,19.410161
sensor_C,94,0.371755
sensor_D,94,42.678468
sensor_E,94,211.610016
sensor_A,95,99.296954
sensor_B,95,16.593278
sensor_C,95,-1.083696
sensor_D,95,41.277248
sensor_E,95,198.206209
sensor_A,96,98.369274
sensor_B,96,19.043015
sensor_C,96,-0.811375
sensor_D,96,60.435515
sensor_E,96,211.876239
sensor_A,97,92.074724
sensor_B,97,19.340708
sensor_C,97,-1.655472
sensor_D,97,60.270841
sensor_E,97,205.886479
sensor_A,98,99.891626
sensor_B,98,17.866691
sensor_C,98,0.754038
sensor_D,98,43.781344
sensor_E,98,217.095001
sensor_A,99,102.541096
sensor_B,99,21.501831
sensor_C,99,0.975264
sensor_D,99,51.563536
sensor_E,99,203.554211
sensor_A,100,100.636046
sensor_B,100,24.410708
sensor_C,100,-0.019187
sensor_D,100,2.000000
sensor_E,100,207.676270
sensor_A,101,102.950494
sensor_B,101,21.808433
sensor_C,101,-0.675247
sensor_D,101,43.558086
sensor_E,101,203.091530
sensor_A,102,104.678924
sensor_B,102,17.646887
sensor_C,102,-0.571106
sensor_D,102,61.610371
sensor_E,102,197.975836
sensor_A,103,96.756917
sensor_B,103,16.960471
sensor_C,103,-2.165195
sensor_D,103,50.356235
sensor_E,103,192.710086
sensor_A,104,97.096160
sensor_B,104,18.599008
sensor_C,104,-1.435924
sensor_D,104,38.021770
sensor_E,104,184.403250
sensor_A,105,93.867648
sensor_B,105,20.956542
sensor_C,105,-0.463973
sensor_D,105,62.743036
sensor_E,105,174.139601
sensor_A,106,96.731328
sensor_B,106,20.746620
sensor_C,106,-0.674298
sensor_D,106,54.606425
sensor_E,106,184.463907
sensor_A,107,102.679604
sensor_B,107,19.745473
sensor_C,107,-0.450996
sensor_D,107,27.923940
sensor_E,107,188.239845
sensor_A,108,70.000000
sensor_B,108,22.641809
sensor_C,108,-0.621392
sensor_D,108,40.633826
sensor_E,108,205.671633
sensor_A,109,70.000000
sensor_B,109,20.918710
sensor_C,109,0.064667
sensor_D,109,52.844509
sensor_E,109,196.700503
sensor_A,110,104.849305
sensor_B,110,19.219562
sensor_C,110,1.097605
sensor_D,110,55.789482
sensor_E,110,208.277969
sensor_A,111,104.914240
sensor_B,111,19.305866
sensor_C,111,-0.392907
sensor_D,111,51.861995
sensor_E,111,202.460549
sensor_A,112,99.613223
sensor_B,112,23.745274
sensor_C,112,-0.601243
sensor_D,112,28.773986
sensor_E,112,192.388059
sensor_A,113,100.942439
sensor_B,113,20.948796
sensor_C,113,-0.746550
sensor_D,113,40.216888
sensor_E,113,140.000000
sensor_A,114,104.532623
sensor_B,114,21.834222
sensor_C,114,0.185511
sensor_D,114,55.379392
sensor_E,114,212.893853
sensor_A,115,70.000000
sensor_B,115,23.437036
sensor_C,115,-0.002546
sensor_D,115,54.954310
sensor_E,115,260.000000
sensor_A,116,100.335051
sensor_B,116,21.764039
sensor_C,116,-0.063564
sensor_D,116,40.236668
sensor_E,116,202.101512
sensor_A,117,94.092809
sensor_B,117,20.560857
sensor_C,117,-0.100134
sensor_D,117,41.225441
sensor_E,117,198.512667
sensor_A,118,94.976949
sensor_B,118,20.266892
sensor_C,118,0.329502
sensor_D,118,48.320174
sensor_E,118,207.346713
sensor_A,119,101.608333
sensor_B,119,17.057684
sensor_C,119,2.879012
sensor_D,119,47.116887
sensor_E,119,197.189024
sensor_A,120,95.009031
sensor_B,120,17.218661
sensor_C,120,-0.687180
sensor_D,120,51.727034
sensor_E,120,196.138202
sensor_A,121,101.125784
sensor_B,121,19.189633
sensor_C,121,0.408758
sensor_D,121,51.739513
sensor_E,121,196.147036
sensor_A,122,102.412471
sensor_B,122,17.639719
sensor_C,122,-0.245003
sensor_D,122,53.584125
sensor_E,122,200.035948
sensor_A,123,89.936091
sensor_B,123,18.496543
sensor_C,123,-0.549128
sensor_D,123,46.847185
sensor_E,123,194.062656
sensor_A,124,94.290797
sensor_B,124,22.507800
sensor_C,124,1.525193
sensor_D,124,32.083573
sensor_E,124,198.559999
sensor_A,125,99.098984
sensor_B,125,19.861970
sensor_C,125,0.627020
sensor_D,125,49.526402
sensor_E,125,200.935115
sensor_A,126,97.754347
sensor_B,126,20.645885
sensor_C,126,-0.017003
sensor_D,126,44.433284
sensor_E,126,189.048999
sensor_A,127,105.826919
sensor_B,127,20.566054
sensor_C,127,0.167279
sensor_D,127,47.068647
sensor_E,127,192.922373
sensor_A,128,96.267792
sensor_B,128,20.569005
sensor_C,128,-0.738256
sensor_D,128,52.783090
sensor_E,128,198.483251
sensor_A,129,98.677532
sensor_B,129,21.692025
sensor_C,129,0.040894
sensor_D,129,49.752620
sensor_E,129,140.000000
sensor_A,130,104.456461
sensor_B,130,19.323914
sensor_C,130,-1.128305
sensor_D,130,64.310694
sensor_E,130,208.704334
sensor_A,131,70.000000
sensor_B,131,17.679613
sensor_C,131,-0.598136
sensor_D,131,51.230889
sensor_E,131,201.359449
sensor_A,132,93.039630
sensor_B,132,17.446554
sensor_C,132,0.417727
sensor_D,132,45.048235
sensor_E,132,193.164047
sensor_A,133,102.624980
sensor_B,133,21.176151
sensor_C,133,1.040596
sensor_D,133,56.158824
sensor_E,133,194.833077
sensor_A,134,101.458753
sensor_B,134,18.652468
sensor_C,134,-1.352094
sensor_D,134,41.889285
sensor_E,134,201.670202
sensor_A,135,94.222881
sensor_B,135,15.689779
sensor_C,135,0.716664
sensor_D,135,38.661097
sensor_E,135,185.911292
sensor_A,136,104.912936
sensor_B,136,20.899024
sensor_C,136,1.116554
sensor_D,136,53.290384
sensor_E,136,217.685216
sensor_A,137,103.302672
sensor_B,137,21.697717
sensor_C,137,-1.090186
sensor_D,137,36.644338
sensor_E,137,194.070462
sensor_A,138,102.665955
sensor_B,138,17.297498
sensor_C,138,0.208512
sensor_D,138,52.322260
sensor_E,138,191.231431
sensor_A,139,106.589493
sensor_B,139,20.030426
sensor_C,139,1.073040
sensor_D,139,54.192119
sensor_E,139,208.115133
sensor_A,140,96.442280
sensor_B,140,22.294117
sensor_C,140,0.407920
sensor_D,140,51.434437
sensor_E,140,197.598070
sensor_A,141,92.789215
sensor_B,141,18.677434
sensor_C,141,1.144899
sensor_D,141,62.133668
sensor_E,141,196.878573
sensor_A,142,103.981391
sensor_B,142,19.346221
sensor_C,142,0.575847
sensor_D,142,39.012209
sensor_E,142,195.173696
sensor_A,143,94.383453
sensor_B,143,18.773378
sensor_C,143,0.724264
sensor_D,143,58.738737
sensor_E,143,196.272975
sensor_A,144,108.533693
sensor_B,144,21.798157
sensor_C,144,1.057265
sensor_D,144,35.722639
sensor_E,144,200.542144
sensor_A,145,97.363724
sensor_B,145,21.679952
sensor_C,145,-1.497786
sensor_D,145,42.393578
sensor_E,145,203.926223
sensor_A,146,96.154175
sensor_B,146,20.562598
sensor_C,146,-0.840998
sensor_D,146,48.539948
sensor_E,146,204.881066
sensor_A,147,95.879986
sensor_B,147,18.419749
sensor_C,147,0.194003
sensor_D,147,64.411331
sensor_E,147,196.123802
sensor_A,148,99.999856
sensor_B,148,22.863469
sensor_C,148,1.545904
sensor_D,148,59.296491
sensor_E,148,200.657075
sensor_A,149,96.022670
sensor_B,149,15.530076
sensor_C,149,0.926203
sensor_D,149,48.910562
sensor_E,149,201.884666
sensor_A,150,101.440009
sensor_B,150,26.428782
sensor_C,150,-6.000000
sensor_D,150,41.672022
sensor_E,150,185.679342
sensor_A,151,103.707438
sensor_B,151,17.292880
sensor_C,151,-0.097311
sensor_D,151,50.260532
sensor_E,151,206.419697
sensor_A,152,94.569570
sensor_B,152,21.262554
sensor_C,152,0.530216
sensor_D,152,37.547869
sensor_E,152,208.579253
sensor_A,153,105.576849
sensor_B,153,8.000000
sensor_C,153,-0.756501
sensor_D,153,40.023795
sensor_E,153,205.941062
sensor_A,154,98.915965
sensor_B,154,19.273365
sensor_C,154,-1.173969
sensor_D,154,48.448338
sensor_E,154,191.295400
sensor_A,155,103.579685
sensor_B,155,19.991699
sensor_C,155,0.180925
sensor_D,155,48.796003
sensor_E,155,186.012667
sensor_A,156,99.253786
sensor_B,156,20.523159
sensor_C,156,0.788146
sensor_D,156,62.391743
sensor_E,156,187.640506
sensor_A,157,93.273710
sensor_B,157,18.391611
sensor_C,157,0.219028
sensor_D,157,67.978230
sensor_E,157,206.057791
sensor_A,158,96.317119
sensor_B,158,19.591706
sensor_C,158,-1.084918
sensor_D,158,60.907244
sensor_E,158,206.796497
sensor_A,159,103.375903
sensor_B,159,21.559763
sensor_C,159,-0.607788
sensor_D,159,31.825766
sensor_E,159,200.353540
sensor_A,160,99.709042
sensor_B,160,19.197390
sensor_C,160,-0.844591
sensor_D,160,48.015131
sensor_E,160,195.278048
sensor_A,161,106.369389
sensor_B,161,19.649531
sensor_C,161,0.236325
sensor_D,161,56.409265
sensor_E,161,199.906900
sensor_A,162,106.345874
sensor_B,162,21.294181
sensor_C,162,-1.060411
sensor_D,162,32.144039
sensor_E,162,200.520256
sensor_A,163,98.694903
sensor_B,163,18.688268
sensor_C,163,0.731533
sensor_D,163,41.590960
sensor_E,163,177.999826
sensor_A,164,94.510891
sensor_B,164,18.899936
sensor_C,164,0.001197
sensor_D,164,53.925962
sensor_E,164,190.260572
sensor_A,165,104.186330
sensor_B,165,13.674808
sensor_C,165,1.110109
sensor_D,165,45.913959
sensor_E,165,200.282689
sensor_A,166,104.363690
sensor_B,166,18.709568
sensor_C,166,0.495637
sensor_D,166,44.206447
sensor_E,166,179.666573
sensor_A,167,97.241254
sensor_B,167,22.557957
sensor_C,167,-0.628315
sensor_D,167,53.875026
sensor_E,167,204.627280
sensor_A,168,106.267618
sensor_B,168,20.417838
sensor_C,168,-1.304135
sensor_D,168,46.490321
sensor_E,168,215.930654
sensor_A,169,99.979733
sensor_B,169,20.348121
sensor_C,169,-0.350609
sensor_D,169,38.513222
sensor_E,169,204.667895
sensor_A,170,101.350471
sensor_B,170,17.193431
sensor_C,170,-2.004056
sensor_D,170,57.224588
sensor_E,170,203.433284
sensor_A,171,102.459428
sensor_B,171,17.300952
sensor_C,171,1.958563
sensor_D,171,49.956799
sensor_E,171,214.198590
sensor_A,172,97.988113
sensor_B,172,22.334946
sensor_C,172,0.540215
sensor_D,172,48.339186
sensor_E,172,184.817436
sensor_A,173,94.100979
sensor_B,173,20.600430
sensor_C,173,0.054095
sensor_D,173,42.052891
sensor_E,173,186.121020
sensor_A,174,92.976942
sensor_B,174,20.034632
sensor_C,174,-1.796928
sensor_D,174,51.546407
sensor_E,174,203.152130
sensor_A,175,100.777923
sensor_B,175,20.778337
sensor_C,175,1.309470
sensor_D,175,48.425461
sensor_E,175,180.239876
sensor_A,176,95.588245
sensor_B,176,21.866481
sensor_C,176,-0.082701
sensor_D,176,56.002574
sensor_E,176,189.679566
sensor_A,177,104.598565
sensor_B,177,20.957340
sensor_C,177,0.751126
sensor_D,177,50.773744
sensor_E,177,188.295240
sensor_A,178,99.610644
sensor_B,178,20.404150
sensor_C,178,0.680876
sensor_D,178,48.842917
sensor_E,178,179.322717
sensor_A,179,100.331784
sensor_B,179,16.226017
sensor_C,179,-0.442891
sensor_D,179,48.085541
sensor_E,179,183.179282
sensor_A,180,97.025583
sensor_B,180,19.437564
sensor_C,180,-1.699767
sensor_D,180,49.636323
sensor_E,180,197.869916
sensor_A,181,97.721877
sensor_B,181,20.506684
sensor_C,181,-0.874116
sensor_D,181,53.002802
sensor_E,181,211.323575
sensor_A,182,102.932567
sensor_B,182,21.365364
sensor_C,182,-0.945369
sensor_D,182,44.037038
sensor_E,182,215.965773
sensor_A,183,113.027263
sensor_B,183,18.061036
sensor_C,183,1.607481
sensor_D,183,45.471496
sensor_E,183,217.499953
sensor_A,184,106.566765
sensor_B,184,19.666460
sensor_C,184,-0.088208
sensor_D,184,48.279784
sensor_E,184,203.551664
sensor_A,185,91.533120
sensor_B,185,18.941636
sensor_C,185,-0.306366
sensor_D,185,52.452106
sensor_E,185,195.247520
sensor_A,186,102.286002
sensor_B,186,32.000000
sensor_C,186,-0.154275
sensor_D,186,38.316196
sensor_E,186,209.219951
sensor_A,187,99.840646
sensor_B,187,19.285592
sensor_C,187,-0.669296
sensor_D,187,60.500452
sensor_E,187,210.235923
sensor_A,188,109.767189
sensor_B,188,20.440083
sensor_C,188,-1.582444
sensor_D,188,45.973464
sensor_E,188,195.832118
sensor_A,189,102.112381
sensor_B,189,25.306125
sensor_C,189,0.414412
sensor_D,189,62.052534
sensor_E,189,216.290728
sensor_A,190,96.395936
sensor_B,190,19.130441
sensor_C,190,-0.875244
sensor_D,190,63.872745
sensor_E,190,194.915747
sensor_A,191,98.969904
sensor_B,191,18.202264
sensor_C,191,-0.666114
sensor_D,191,50.704542
sensor_E,191,198.196882
sensor_A,192,97.436791
sensor_B,192,20.141042
sensor_C,192,1.487060
sensor_D,192,57.816397
sensor_E,192,203.344579
sensor_A,193,100.066309
sensor_B,193,19.797872
sensor_C,193,-1.949589
sensor_D,193,60.328452
sensor_E,193,208.048778
sensor_A,194,112.243237
sensor_B,194,20.725010
sensor_C,194,-0.236699
sensor_D,194,46.840700
sensor_E,194,176.842244
sensor_A,195,102.296221
sensor_B,195,19.161546
sensor_C,195,-0.933059
sensor_D,195,55.641644
sensor_E,195,218.292149
sensor_A,196,70.000000
sensor_B,196,18.165941
sensor_C,196,-0.647723
sensor_D,196,73.485612
sensor_E,196,218.079031
sensor_A,197,96.326084
sensor_B,197,20.904973
sensor_C,197,0.387182
sensor_D,197,55.099403
sensor_E,197,215.039906
sensor_A,198,100.142087
sensor_B,198,18.758813
sensor_C,198,0.559733
sensor_D,198,41.476830
sensor_E,198,202.193311
sensor_A,199,102.524694
sensor_B,199,19.900747
sensor_C,199,0.731204
sensor_D,199,45.890739
sensor_E,199,140.000000
sensor_A,200,107.587462
sensor_B,200,21.261122
sensor_C,200,0.579038
sensor_D,200,59.863173
sensor_E,200,190.451352
sensor_A,201,103.613765
sensor_B,201,19.158930
sensor_C,201,0.385233
sensor_D,201,53.432953
sensor_E,201,189.100132
sensor_A,202,103.184120
sensor_B,202,19.278405
sensor_C,202,-0.602229
sensor_D,202,52.310533
sensor_E,202,197.043343
sensor_A,203,105.683517
sensor_B,203,21.214752
sensor_C,203,-1.303275
sensor_D,203,49.640402
sensor_E,203,195.069236
sensor_A,204,99.683173
sensor_B,204,22.010478
sensor_C,204,0.646318
sensor_D,204,41.192321
sensor_E,204,199.081453
sensor_A,205,102.805480
sensor_B,205,16.996888
sensor_C,205,-0.034638
sensor_D,205,39.490497
sensor_E,205,229.514643
sensor_A,206,106.250002
sensor_B,206,20.464591
sensor_C,206,-0.102652
sensor_D,206,52.198860
sensor_E,206,172.452932
sensor_A,207,104.904451
sensor_B,207,19.911890
sensor_C,207,-1.075786
sensor_D,207,58.536756
sensor_E,207,194.733286
sensor_A,208,96.200879
sensor_B,208,16.826162
sensor_C,208,-0.290776
sensor_D,208,98.000000
sensor_E,208,194.201966
sensor_A,209,94.440532
sensor_B,209,20.028820
sensor_C,209,0.921725
sensor_D,209,49.388163
sensor_E,209,195.166562
sensor_A,210,101.044540
sensor_B,210,32.000000
sensor_C,210,-2.064097
sensor_D,210,39.809951
sensor_E,210,191.013786
sensor_A,211,97.013684
sensor_B,211,20.842161
sensor_C,211,1.110351
sensor_D,211,53.289350
sensor_E,211,198.984513
sensor_A,212,95.647440
sensor_B,212,19.271830
sensor_C,212,0.765401
sensor_D,212,51.223814
sensor_E,212,208.314925
sensor_A,213,108.014413
